#KO	geneTPM	geneNAME
K11604	141.859	sitA; manganese/iron transport system substrate-binding protein
K03286	404.469	TC.OOP; OmpA-OmpF porin, OOP family
K17686	1960.99	copA, ctpA, ATP7; P-type Cu+ transporter [EC:7.2.2.8]
K11605	98.6629	sitC; manganese/iron transport system permease protein
K11606	85.4097	sitD; manganese/iron transport system permease protein
K11607	185.054	sitB; manganese/iron transport system ATP-binding protein
K03289	69.2113	nupG; MFS transporter, NHS family, nucleoside permease
K07171	128.605	mazF, ndoA, chpA; mRNA interferase MazF [EC:3.1.-.-]
K07172	79.5193	mazE, chpAI; antitoxin MazE
K07173	592.959	luxS; S-ribosylhomocysteine lyase [EC:4.4.1.21]
K07175	87.864	phoH2; PhoH-like ATPase
K08956	8.34462	AFG3; AFG3 family protein [EC:3.4.24.-]
K07177	384.834	K07177; Lon-like protease
K03740	180.637	dltD; D-alanine transfer protein
K03742	753.47	pncC; nicotinamide-nucleotide amidase [EC:3.5.1.42]
K03743	841.334	pncC; nicotinamide-nucleotide amidase [EC:3.5.1.42]
K16363	76.0833	lpxC-fabZ; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase / 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:3.5.1.108 4.2.1.59]
K03744	470.244	lemA; LemA protein
K03745	107.989	slyX; SlyX protein
K03746	97.1903	hns; DNA-binding protein H-NS
K03747	56.9398	smg; Smg protein
K03748	201.253	sanA; SanA protein
K03749	27.979	dedD; DedD protein
K07636	375.999	phoR; two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]
K07638	6.38118	envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ [EC:2.7.13.3]
K07639	10.7989	rstB; two-component system, OmpR family, sensor histidine kinase RstB [EC:2.7.13.3]
K02420	63.321	fliQ; flagellar biosynthesis protein FliQ
K02421	135.477	fliR; flagellar biosynthesis protein FliR
K02422	122.715	fliS; flagellar secretion chaperone FliS
K02424	779.486	tcyA, tcyJ, fliY; L-cystine transport system substrate-binding protein
K20341	26.5064	blpL, cipI; immunity protein
K15045	6.38118	RSAD2; radical S-adenosyl methionine domain-containing protein 2
K02426	89.8274	sufE; cysteine desulfuration protein SufE
K20342	179.655	comR; HTH-type transcriptional regulator, regulator for ComX
K20343	6.38118	blpC; peptide pheromone BlpC
K02427	230.704	rlmE, rrmJ, ftsJ; 23S rRNA (uridine2552-2'-O)-methyltransferase [EC:2.1.1.166]
K20344	255.247	blpA, lagD; ATP-binding cassette, subfamily C, bacteriocin exporter
K20345	94.2452	blpB; membrane fusion protein, peptide pheromone/bacteriocin exporter
K02429	238.067	fucP; MFS transporter, FHS family, L-fucose permease
K03292	63.8118	TC.GPH; glycoside/pentoside/hexuronide:cation symporter, GPH family
K03293	286.662	TC.AAT; amino acid transporter, AAT family
K03294	574.306	TC.APA; basic amino acid/polyamine antiporter, APA family
K11614	24.543	yufL, malK; two-component system, CitB family, sensor histidine kinase MalK [EC:2.7.13.3]
K03296	363.237	TC.HAE1; hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family
K11615	3.92688	malR; two-component system, CitB family, response regulator MalR
K11616	32.8876	maeN; malate:Na+ symporter
K03297	65.2844	emrE, qac, mmr, smr; small multidrug resistance pump
K11617	271.446	liaS; two-component system, NarL family, sensor histidine kinase LiaS [EC:2.7.13.3]
K03299	385.816	TC.GNTP; gluconate:H+ symporter, GntP family
K11618	241.994	liaR; two-component system, NarL family, response regulator LiaR
K11619	1.96344	liaI; lia operon protein LiaI
K08961	1.96344	K08961; chondroitin-sulfate-ABC endolyase/exolyase [EC:4.2.2.20 4.2.2.21]
K07182	25.5247	K07182; CBS domain-containing protein
K01101	267.519	E3.1.3.41; 4-nitrophenyl phosphatase [EC:3.1.3.41]
K08963	1.96344	mtnA; methylthioribose-1-phosphate isomerase [EC:5.3.1.23]
K07184	195.853	ygiM; SH3 domain protein
K08965	10.3081	mtnW; 2,3-diketo-5-methylthiopentyl-1-phosphate enolase [EC:5.3.2.5]
K01104	741.69	E3.1.3.48; protein-tyrosine phosphatase [EC:3.1.3.48]
K07186	112.898	smp; membrane protein
K08968	299.916	msrC; L-methionine (R)-S-oxide reductase [EC:1.8.4.14]
K08969	29.9425	mtnE, mtnV; L-glutamine---4-(methylsulfanyl)-2-oxobutanoate aminotransferase [EC:2.6.1.117]
K15509	4.9086	hpsN; sulfopropanediol 3-dehydrogenase [EC:1.1.1.308]
K16370	19.1435	pfkB; 6-phosphofructokinase 2 [EC:2.7.1.11]
K03750	217.942	moeA; molybdopterin molybdotransferase [EC:2.10.1.1]
K03752	179.164	mobA; molybdenum cofactor guanylyltransferase [EC:2.7.7.77]
K03753	44.6683	mobB; molybdopterin-guanine dinucleotide biosynthesis adapter protein
K03756	26.5064	potE; putrescine:ornithine antiporter
K21672	18.1618	ord; 2,4-diaminopentanoate dehydrogenase [EC:1.4.1.12 1.4.1.26]
K03757	135.477	cadB; cadaverine:lysine antiporter
K03758	261.138	arcD, lysl, lysP; arginine:ornithine antiporter / lysine permease
K07640	178.182	cpxA; two-component system, OmpR family, sensor histidine kinase CpxA [EC:2.7.13.3]
K07642	15.7075	baeS, smeS; two-component system, OmpR family, sensor histidine kinase BaeS [EC:2.7.13.3]
K07644	9.8172	cusS, copS, silS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS [EC:2.7.13.3]
K12940	56.9398	abgA; aminobenzoyl-glutamate utilization protein A
K12941	100.135	abgB; aminobenzoyl-glutamate utilization protein B
K07645	158.548	qseC; two-component system, OmpR family, sensor histidine kinase QseC [EC:2.7.13.3]
K12942	301.879	abgT; aminobenzoyl-glutamate transport protein
K07646	77.065	kdpD; two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]
K12944	22.5796	nudI; nucleoside triphosphatase [EC:3.6.1.-]
K07648	303.352	arcB; two-component system, OmpR family, aerobic respiration control sensor histidine kinase ArcB [EC:2.7.13.3]
K02430	35.8328	fucR; DeoR family transcriptional regulator, L-fucose operon activator
K02431	20.6161	fucU, FUOM; L-fucose mutarotase [EC:5.1.3.29]
K15051	380.417	endA; DNA-entry nuclease
K02433	636.646	gatA, QRSL1; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]
K02434	575.288	gatB, PET112; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]
K02435	291.571	gatC, GATC; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]
K02437	300.406	gcvH, GCSH; glycine cleavage system H protein
K02438	124.678	glgX; glycogen debranching enzyme [EC:3.2.1.196]
K02439	140.386	glpE; thiosulfate sulfurtransferase [EC:2.8.1.1]
K11621	4.9086	liaG; lia operon protein LiaG
K11622	271.446	liaF; lia operon protein LiaF
K08972	77.065	K08972; putative membrane protein
K07192	271.937	FLOT; flotillin
K08973	108.48	hemJ; protoporphyrinogen IX oxidase [EC:1.3.99.-]
K01113	54.4855	phoD; alkaline phosphatase D [EC:3.1.3.1]
K08974	277.336	K08974; putative membrane protein
K01114	5.89032	plc; phospholipase C [EC:3.1.4.3]
K20810	71.6656	mqnX; aminodeoxyfutalosine deaminase [EC:3.5.4.40]
K08976	2.4543	K08976; putative membrane protein
K20811	19.1435	inuJ; inulosucrase [EC:2.4.1.9]
K08978	106.026	TC.BAT1; bacterial/archaeal transporter family protein
K20814	4.9086	dop; Pup amidohydrolase [EC:3.5.1.119]
K01118	355.874	acpD, azoR; FMN-dependent NADH-azoreductase [EC:1.7.1.17]
K01119	980.248	cpdB; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [EC:3.1.4.16 3.1.3.6]
K03760	321.513	eptA, pmrC; lipid A ethanolaminephosphotransferase [EC:2.7.8.43]
K03761	22.5796	kgtP; MFS transporter, MHS family, alpha-ketoglutarate permease
K03762	10.7989	proP; MFS transporter, MHS family, proline/betaine transporter
K03763	737.763	polC; DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]
K21680	16.6892	E1.1.1.137; ribulose-5-phosphate 2-dehydrogenase [EC:1.1.1.137]
K03764	103.081	metJ; MetJ family transcriptional regulator, methionine regulon repressor
K03767	569.889	PPIA; peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]
K03768	951.778	PPIB, ppiB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]
K03769	127.133	ppiC; peptidyl-prolyl cis-trans isomerase C [EC:5.2.1.8]
K21687	10.3081	rpfA; resuscitation-promoting factor RpfA
K21688	6.87204	rpfB; resuscitation-promoting factor RpfB
K07650	22.5796	cssS; two-component system, OmpR family, sensor histidine kinase CssS [EC:2.7.13.3]
K07651	178.182	resE; two-component system, OmpR family, sensor histidine kinase ResE [EC:2.7.13.3]
K07652	372.072	vicK; two-component system, OmpR family, sensor histidine kinase VicK [EC:2.7.13.3]
K07653	1.96344	mprB; two-component system, OmpR family, sensor histidine kinase MprB [EC:2.7.13.3]
K07654	15.7075	mtrB; two-component system, OmpR family, sensor histidine kinase MtrB [EC:2.7.13.3]
K12950	6.38118	ctpC; manganese-transporting P-type ATPase C [EC:7.2.2.22]
K12952	294.025	ctpE; cation-transporting P-type ATPase E [EC:7.2.2.-]
K07657	87.3731	phoB; two-component system, OmpR family, phosphate regulon response regulator PhoB
K07658	135.968	phoB1, phoP; two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP
K11175	403.487	purN; phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]
K11179	117.316	tusE, dsrC; tRNA 2-thiouridine synthesizing protein E [EC:2.8.1.-]
K02440	932.143	GLPF; glycerol uptake facilitator protein
K02441	37.7962	glpG; rhomboid protease GlpG [EC:3.4.21.105]
K02444	254.266	glpR; DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor
K16845	20.1253	suyA; (2R)-sulfolactate sulfo-lyase subunit alpha [EC:4.4.1.24]
K02445	256.72	glpT; MFS transporter, OPA family, glycerol-3-phosphate transporter
K02446	62.3392	glpX; fructose-1,6-bisphosphatase II [EC:3.1.3.11]
K15067	2.94516	amnD; 2-aminomuconate deaminase [EC:3.5.99.5]
K16849	22.0887	uxaA1; altronate dehydratase small subunit [EC:4.2.1.7]
K06330	1.96344	cotH; spore coat protein H
K06333	8.83548	cotJB; spore coat protein JB
K11632	29.9425	bceB, vraE; bacitracin transport system permease protein
K11635	21.5978	yxdL; putative ABC transport system ATP-binding protein
K11636	45.1591	yxdM; putative ABC transport system permease protein
K11638	3.92688	K11638, citT; two-component system, CitB family, response regulator CitT
K08981	78.0468	K08981; putative membrane protein
K15521	4.9086	mshA; D-inositol-3-phosphate glycosyltransferase [EC:2.4.1.250]
K08982	105.044	K08982; putative membrane protein
K02902	583.633	RP-L28, MRPL28, rpmB; large subunit ribosomal protein L28
K08984	29.4516	yjdF; putative membrane protein
K02904	181.618	RP-L29, rpmC; large subunit ribosomal protein L29
K15524	133.023	mngB; 2-O-(6-phospho-alpha-D-mannosyl)-D-glycerate hydrolase [EC:3.2.1.-]
K15525	1.96344	mshB; N-acetyl-1-D-myo-inositol-2-amino-2-deoxy-alpha-D-glucopyranoside deacetylase [EC:3.5.1.103]
K08986	188.49	ycgQ; putative membrane protein
K08987	213.524	K08987; putative membrane protein
K02906	613.084	RP-L3, MRPL3, rplC; large subunit ribosomal protein L3
K01126	558.599	E3.1.4.46, glpQ, ugpQ; glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]
K02907	225.796	RP-L30, MRPL30, rpmD; large subunit ribosomal protein L30
K02909	762.797	RP-L31, rpmE; large subunit ribosomal protein L31
K01129	331.331	dgt; dGTPase [EC:3.1.5.1]
K03770	560.071	ppiD; peptidyl-prolyl cis-trans isomerase D [EC:5.2.1.8]
K03771	420.176	surA; peptidyl-prolyl cis-trans isomerase SurA [EC:5.2.1.8]
K03772	317.096	fkpA; FKBP-type peptidyl-prolyl cis-trans isomerase FkpA [EC:5.2.1.8]
K03773	169.347	fklB; FKBP-type peptidyl-prolyl cis-trans isomerase FklB [EC:5.2.1.8]
K03774	15.7075	slpA; FKBP-type peptidyl-prolyl cis-trans isomerase SlpA [EC:5.2.1.8]
K03775	220.396	slyD; FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]
K03776	7.85376	aer; aerotaxis receptor
K03777	189.472	dld; D-lactate dehydrogenase (quinone) [EC:1.1.5.12]
K03778	212.052	ldhA; D-lactate dehydrogenase [EC:1.1.1.28]
K07661	1.96344	rstA; two-component system, OmpR family, response regulator RstA
K07662	110.934	cpxR; two-component system, OmpR family, response regulator CpxR
K12960	227.759	mtaD; 5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]
K07665	4.41774	cusR, copR, silR; two-component system, OmpR family, copper resistance phosphate regulon response regulator CusR
K07666	8.34462	qseB; two-component system, OmpR family, response regulator QseB
K14205	36.3237	mprF, fmtC; phosphatidylglycerol lysyltransferase [EC:2.3.2.3]
K07667	16.6892	kdpE; two-component system, OmpR family, KDP operon response regulator KdpE
K11183	98.172	fruB, fpr; multiphosphoryl transfer protein [EC:2.7.1.202]
K07668	346.056	vicR; two-component system, OmpR family, response regulator VicR
K07669	1.96344	mprA; two-component system, OmpR family, response regulator MprA
K16850	34.3602	uxaA2; altronate dehydratase large subunit [EC:4.2.1.7]
K02453	55.4672	gspD; general secretion pathway protein D
K20370	10.7989	PEPCK; phosphoenolpyruvate carboxykinase (diphosphate) [EC:4.1.1.38]
K02454	68.7204	gspE; general secretion pathway protein E [EC:7.4.2.8]
K02455	27.979	gspF; general secretion pathway protein F
K02456	26.9973	gspG; general secretion pathway protein G
K20373	162.966	rgg2; HTH-type transcriptional regulator, SHP2-responsive activator
K20374	120.752	rgg3; HTH-type transcriptional regulator, SHP3-responsive repressor
K20375	293.044	ropB, rgg1; HTH-type transcriptional regulator, pheromone-responsive regulator
K06346	306.297	jag; spoIIIJ-associated protein
K08990	142.349	ycjF; putative membrane protein
K01130	14.7258	E3.1.6.1; arylsulfatase [EC:3.1.6.1]
K08992	135.968	lapA; lipopolysaccharide assembly protein A
K02911	437.847	RP-L32, MRPL32, rpmF; large subunit ribosomal protein L32
K15532	197.326	yteR, yesR; unsaturated rhamnogalacturonyl hydrolase [EC:3.2.1.172]
K15533	2.4543	K15533; 1,3-beta-galactosyl-N-acetylhexosamine phosphorylase [EC:2.4.1.211]
K08994	26.9973	yneE, BEST; ion channel-forming bestrophin family protein
K01133	13.2532	betC; choline-sulfatase [EC:3.1.6.6]
K02913	530.129	RP-L33, MRPL33, rpmG; large subunit ribosomal protein L33
K08995	2.94516	K08995; putative membrane protein
K02914	168.856	RP-L34, MRPL34, rpmH; large subunit ribosomal protein L34
K08996	36.3237	yagU; putative membrane protein
K08997	4.9086	SELENOO, selO; protein adenylyltransferase [EC:2.7.7.108]
K19411	12.7624	mcsA; protein arginine kinase activator
K15536	48.1043	cybC; soluble cytochrome b562
K02916	294.516	RP-L35, MRPL35, rpmI; large subunit ribosomal protein L35
K08998	448.155	K08998; uncharacterized protein
K08999	9.8172	K08999; uncharacterized protein
K01139	638.609	spoT; GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]
K15539	287.644	rodZ; cytoskeleton protein RodZ
K02919	78.0468	RP-L36, MRPL36, rpmJ; large subunit ribosomal protein L36
K19416	178.182	yccA; modulator of FtsH protease
K19418	23.5613	epsK; membrane protein EpsK
K19419	24.0521	epsG; transmembrane protein EpsG
K03781	206.652	katE, CAT, catB, srpA; catalase [EC:1.11.1.6]
K03782	26.5064	katG; catalase-peroxidase [EC:1.11.1.21]
K03783	359.801	punA, PNP; purine-nucleoside phosphorylase [EC:2.4.2.1]
K03784	435.393	deoD; purine-nucleoside phosphorylase [EC:2.4.2.1]
K03785	274.882	aroD; 3-dehydroquinate dehydratase I [EC:4.2.1.10]
K03786	264.083	aroQ, qutE; 3-dehydroquinate dehydratase II [EC:4.2.1.10]
K03787	268.991	surE; 5'/3'-nucleotidase [EC:3.1.3.5 3.1.3.6]
K03788	46.6317	aphA; acid phosphatase (class B) [EC:3.1.3.2]
K03789	786.358	rimI; [ribosomal protein S18]-alanine N-acetyltransferase [EC:2.3.1.266]
K07670	1.96344	mtrA; two-component system, OmpR family, response regulator MtrA
K07672	1.96344	trcR; two-component system, OmpR family, response regulator TrcR
K07673	226.777	narX; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarX [EC:2.7.13.3]
K07674	233.159	narQ; two-component system, NarL family, nitrate/nitrite sensor histidine kinase NarQ [EC:2.7.13.3]
K07675	9.8172	uhpB; two-component system, NarL family, sensor histidine kinase UhpB [EC:2.7.13.3]
K14215	4.9086	E2.5.1.86; trans,polycis-decaprenyl diphosphate synthase [EC:2.5.1.86]
K11192	11.7806	murP; N-acetylmuramic acid PTS system EIICB component [EC:2.7.1.192]
K07678	6.87204	barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA [EC:2.7.13.3]
K02464	6.87204	gspO; general secretion pathway protein O [EC:3.4.23.43 2.1.1.-]
K20382	13.7441	asa1; aggregation substance
K02466	19.6344	gutM; glucitol operon activator protein
K02468	10.7989	srlR, gutR; DeoR family transcriptional regulator, glucitol operon repressor
K16868	409.377	tehB; tellurite methyltransferase [EC:2.1.1.265]
K20385	25.0339	cylM; CylM protein
K02469	1168.25	gyrA; DNA gyrase subunit A [EC:5.6.2.2]
K16869	602.285	lipL; octanoyl-[GcvH]:protein N-octanoyltransferase [EC:2.3.1.204]
K20386	23.0704	cylB; ATP-binding cassette, subfamily B, bacterial CylB
K06350	14.7258	kipA; antagonist of KipI
