#S28	kingdom	phylum	class	order	family	genus	species	taxid
2	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Peptoniphilus	Peptoniphilus_sp._CBA3646	3016343
0	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Helcococcus		31983
6	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Helcococcus	Helcococcus_kunzii	40091
0	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Murdochiella		1161127
5	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Murdochiella	Murdochiella_vaginalis	1852373
0	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Miniphocaeibacter		2126548
2	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Miniphocaeibacter	Miniphocaeibacter_halophilus	2931922
1	Bacteria	Bacillota	Tissierellia	Tissierellales	Peptoniphilaceae	Anaerococcus		165779
1	Bacteria	Bacillota	Tissierellia			Ezakiella		1582879
14	Bacteria	Bacillota	Tissierellia			Ezakiella	Ezakiella_coagulans	46507
2	Bacteria	Bacillota	Clostridia					186801
7	Bacteria	Bacillota	Clostridia	Eubacteriales				186802
0	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptostreptococcaceae			186804
0	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptostreptococcaceae	Clostridioides		1870884
9	Bacteria	Bacillota	Clostridia	Eubacteriales	Peptostreptococcaceae	Clostridioides	Clostridioides_difficile	1496
0	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae			31979
0	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium		1485
2	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_perfringens	1502
1	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_sp._C1	1155388
1	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_beijerinckii	1520
0	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Caloramator		44258
1	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Caloramator	Caloramator_sp._mosi_1	3023090
0	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae			216572
0	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Acetivibrio		35829
2	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Acetivibrio	Acetivibrio_thermocellus	1515
0	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Fastidiosipila		236752
1	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Fastidiosipila	Fastidiosipila_sanguinis	236753
2	Bacteria	Bacillota	Clostridia	Eubacteriales	Syntrophomonadaceae			68298
0	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_Family_XIII._Incertae_Sedis			543314
0	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_Family_XIII._Incertae_Sedis	Mogibacterium		86331
1	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriales_Family_XIII._Incertae_Sedis	Mogibacterium	Mogibacterium_diversum	114527
0	Bacteria	Bacillota	Clostridia	Eubacteriales		Fenollaria		1686313
