#S1	kingdom	phylum	class	order	family	genus	species	taxid
8074	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	0
0	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales				135622
0	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae			267890
0	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella		22
1	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	Shewanella_algae	38313
2	Bacteria	Pseudomonadota	Alphaproteobacteria					28211
0	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales				356
0	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae			82115
0	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium		357
2	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Agrobacterium	Agrobacterium_tumefaciens	358
46	Bacteria	Bacillota						1239
7	Bacteria	Bacillota	Clostridia					186801
104	Bacteria	Bacillota	Clostridia	Eubacteriales				186802
46	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae			31979
29435	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium		1485
67728	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_aceticum	84022
24608	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_pasteurianum	1501
22891	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_scatologenes	1548
21105	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_botulinum	1491
16576	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_butyricum	1492
7985	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_saccharobutylicum	169679
7887	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_acetobutylicum	1488
5332	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_carboxidivorans	217159
4997	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_cellulovorans	1493
2270	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_autoethanogenum	84023
2160	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_tetani	1513
1730	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_sporogenes	1509
1220	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_beijerinckii	1520
92	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_sp._001	1970093
74	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_sp._AWRP	2212991
30	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_sp._LQ25	2992805
2	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_sp._DL-VIII	641107
1	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_sp._MF28	1702238
1	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_sp._JN-1	2483110
161	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_drakei	332101
14	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_ljungdahlii	1538
7	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_formicaceticum	1497
5	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_saccharoperbutylacetonicum	36745
4	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_taeniosporum	394958
3	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_gelidum	704125
3	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_argentinense	29341
3	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_felsineum	36839
2	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_cochlearium	1494
2	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_fermenticellae	2068654
2	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_estertheticum	238834
2	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_diolis	223919
2	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_perfringens	1502
2	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_neonatale	137838
2	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_baratii	1561
1	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_tyrobutyricum	1519
1	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_intestinale	36845
1	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium_kluyveri	1534
0	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Paraclostridium		1849822
2	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Paraclostridium	Paraclostridium_bifermentans	1490
0	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Sarcina		1266
1	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Sarcina	Sarcina_sp._JB2	2726954
7	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae			186803
0	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lachnoclostridium		1506553
8521	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Lachnoclostridium	Lachnoclostridium_phytofermentans	66219
12	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Butyrivibrio		830
3198	Bacteria	Bacillota	Clostridia	Eubacteriales	Lachnospiraceae	Butyrivibrio	Butyrivibrio_hungatei	185008
33	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae			216572
0	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Thermoclostridium		2304691
5627	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Thermoclostridium	Thermoclostridium_stercorarium	1510
3	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus		1263
4241	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Ruminococcus	Ruminococcus_albus	1264
3	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae			186806
1206	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium		1730
6991	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium_callanderi	53442
26	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium_limosum	1736
1	Bacteria	Bacillota	Clostridia	Eubacteriales	Eubacteriaceae	Eubacterium	Eubacterium_maltosivorans	2041044
0	Bacteria	Bacillota	Clostridia	Eubacteriales	Cellulosilyticaceae			3018741
235	Bacteria	Bacillota	Clostridia	Eubacteriales	Cellulosilyticaceae	Cellulosilyticum		698776
530	Bacteria	Bacillota	Clostridia	Eubacteriales	Cellulosilyticaceae	Cellulosilyticum	Cellulosilyticum_lentocellum	29360
3	Bacteria	Bacillota	Clostridia	Eubacteriales	Cellulosilyticaceae	Cellulosilyticum	Cellulosilyticum_sp._WCF-2	2497860
0	Bacteria	Bacillota	Erysipelotrichia					526524
0	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales				526525
0	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae			128827
1027	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix		1647
672	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix_rhusiopathiae	1648
2	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix_sp._A18Y020d	2929157
4	Bacteria	Bacillota	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	Erysipelothrix_piscisicarius	2485784
4	Bacteria	Bacillota	Bacilli					91061
2	Bacteria	Bacillota	Bacilli	Bacillales				1385
0	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae			90964
0	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus		1279
3	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	1280
0	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae			186817
0	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus		1386
1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_sp._NSP9.1	1071078
0	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae			186822
0	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus		44249
1	Bacteria	Bacillota	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus_polymyxa	1406
0	Bacteria	Bacillota	Tissierellia					1737404
0	Bacteria	Bacillota	Tissierellia			Ezakiella		1582879
1	Bacteria	Bacillota	Tissierellia			Ezakiella	Ezakiella_coagulans	46507
1	Bacteria	Actinomycetota						201174
3	Bacteria	Actinomycetota	Actinomycetes					1760
0	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales				85004
0	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae			31953
1733	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium		1678
56	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_animalis	28025
2	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium_pseudolongum	1694
0	Bacteria	Cyanobacteriota						1117
0	Bacteria	Cyanobacteriota	Cyanophyceae					3028117
0	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales				1161
0	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Scytonemataceae			1182
1	Bacteria	Cyanobacteriota	Cyanophyceae	Nostocales	Scytonemataceae	Scytonema		1203
164	Bacteria	Bacteroidota						976
3	Bacteria	Bacteroidota	Bacteroidia					200643
2726	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales				171549
970	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae			815
8940	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides		816
79616	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_thetaiotaomicron	818
33153	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_fragilis	817
16	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_faecis	674529
12	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_xylanisolvens	371601
10	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_ovatus	28116
6	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_salyersiae	291644
5	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_caccae	47678
5	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_faecium	2715212
3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_sp._M10	2763022
1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_sp._A1C1	2528203
1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_sp._DH3716P	2847299
3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_cellulosilyticus	246787
3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_luhongzhouii	2650158
3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_zhangwenhongii	2650157
3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_eggerthii	28111
2	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_caecimuris	1796613
1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_nordii	291645
1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides_uniformis	820
1755	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola		909656
12204	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_salanitronis	376805
7915	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_vulgatus	821
4431	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola_dorei	357276
2	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae			1853231
0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter		283168
4035	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	Odoribacter_splanchnicus	28118
69	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae			2005520
12	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum		294702
105	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum	Proteiniphilum_propionicum	2829812
98	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum	Proteiniphilum_saccharofermentans	1642647
0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Petrimonas		307628
120	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Petrimonas	Petrimonas_mucosa	1642646
1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas		156973
0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae			2005525
4	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides		375288
17	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_distasonis	823
3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_merdae	46503
3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_goldsteinii	328812
1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides_johnsonii	387661
0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella		195950
1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Tannerella	Tannerella_forsythia	28112
0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae			171552
0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella		577309
2	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	Paraprevotella_xylaniphila	454155
0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella		838
1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_nigrescens	28133
0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae			171550
0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes		239759
2	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes_communis	2585118
0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae			171551
0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas		836
1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas_gingivalis	837
0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae			2005519
0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella		397864
1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella	Barnesiella_viscericola	397865
0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae			2005523
0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter		346096
1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter	Paludibacter_propionicigenes	185300
0	Bacteria	Bacteroidota	Bacteroidia	Marinilabiliales				1970189
0	Bacteria	Bacteroidota	Bacteroidia	Marinilabiliales	Marinilabiliaceae			558415
0	Bacteria	Bacteroidota	Bacteroidia	Marinilabiliales	Marinilabiliaceae	Alkaliflexus		286729
15	Bacteria	Bacteroidota	Bacteroidia	Marinilabiliales	Marinilabiliaceae	Alkaliflexus	Alkaliflexus_sp._Ai-910	2949635
0	Bacteria	Bacteroidota	Flavobacteriia					117743
16	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales				200644
14	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae			49546
2	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		237
1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp._F-70	2893884
1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_sp._K5-23	2746225
0	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella		286104
1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	Winogradskyella_schleiferi	2686078
0	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum		104267
1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Tenacibaculum_sp._SZ-18	754423
1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae			2762318
2	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium		59732
1	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	Chryseobacterium_sp._CY350	2997336
2	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Apibacter		1778601
0	Bacteria	Bacteroidota	Sphingobacteriia					117747
0	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales				200666
0	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae			84566
0	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium		28453
5	Bacteria	Bacteroidota	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium_daejeonense	371142
0	Bacteria	Bacteroidota	Cytophagia					768503
2	Bacteria	Bacteroidota	Cytophagia	Cytophagales				768507
0	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae			563798
1	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	Algoriphagus		246875
0	Bacteria	Verrucomicrobiota						74201
0	Bacteria	Verrucomicrobiota	Verrucomicrobiae					203494
0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales				48461
0	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae			1647988
10	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia		239934
5087	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia_muciniphila	239935
0	Bacteria	Campylobacterota						29547
0	Bacteria	Campylobacterota	Epsilonproteobacteria					3031852
0	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales				213849
0	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae			72294
0	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter		194
1	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter_insulaenigrae	260714
