#S6	kingdom	phylum	class	order	family	genus	species	taxid
5835	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	0
1623	Bacteria							2
1442	Bacteria	Bacillota						1239
2466	Bacteria	Bacillota	Bacilli					91061
3552	Bacteria	Bacillota	Bacilli	Lactobacillales				186826
127	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae			1300
43544	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus		1301
274492	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_suis	1307
13345	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_mitis	28037
3540	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_anginosus	1328
2459	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_intermedius	1338
14	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_constellatus	76860
5224	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_pyogenes	1314
4810	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_pneumoniae	1313
3703	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_agalactiae	1311
3341	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	1336
4	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_dysgalactiae	1334
3234	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parauberis	1348
3076	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_mutans	1309
54	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._HN38	3020829
11	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._KS_6	2598457
6	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._FDAARGOS_522	2420310
5	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._FDAARGOS_521	2420309
5	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._116-D4	2598453
3	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._oral_taxon_431	712633
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._Marseille-Q3533	2759692
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._DAT741	1940319
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._oral_taxon_061	712623
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._Marseille-Q6470	2972784
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._zg-86	2664091
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._LPB0220	2610896
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._1643	2576376
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._'group_B'	1319
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._FDAARGOS_520	2420308
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._NPS_308	1902136
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sp._HSISS3	1316412
52	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parasuis	1501662
35	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_thermophilus	1308
32	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_oralis	1303
21	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_oriscaviae	2781599
13	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_canis	1329
11	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_porcinus	1340
11	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_pluranimalium	82348
9	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_milleri	33040
9	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_iniae	1346
9	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sanguinis	1305
6	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_pseudoporcinus	361101
6	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_pasteurianus	197614
6	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_ruminantium	1917441
6	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_gordonii	1302
5	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_uberis	1349
5	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_gwangjuense	1433513
5	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_salivarius	1304
4	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_halotolerans	1814128
4	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_respiraculi	2021971
4	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_periodonticum	2490633
4	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_acidominimus	1326
4	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_pseudopneumoniae	257758
3	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_gallolyticus	315405
3	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_toyakuensis	2819619
3	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_vestibularis	1343
3	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_alactolyticus	29389
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_cristatus	45634
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_sobrinus	1310
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_parasanguinis	1318
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_ratti	1341
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_chenjunshii	2173853
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_lutetiensis	150055
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_macedonicus	59310
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_lactarius	684066
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_infantis	68892
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_ilei	1156431
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_urinalis	149016
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_halichoeri	254785
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_infantarius	102684
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_marmotae	1825069
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_merionis	400065
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_pantholopis	1811193
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_rubneri	1234680
704	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus		1357
3377	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_cremoris	1359
2587	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_garvieae	1363
27	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_lactis	1358
4	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_raffinolactis	1366
3	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_petauri	1940789
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_formosensis	1281486
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_piscium	1364
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	Lactococcus_sp._LG606	2816912
261	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae			186828
44399	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Jeotgalibaca		1470540
155293	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Jeotgalibaca	Jeotgalibaca_sp._PTS2502	1903686
4	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Jeotgalibaca	Jeotgalibaca_sp._MA1X17-3	2908211
468	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Jeotgalibaca	Jeotgalibaca_arthritidis	1868794
79	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Jeotgalibaca	Jeotgalibaca_ciconiae	2496265
16	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Jeotgalibaca	Jeotgalibaca_porci	1868793
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Jeotgalibaca	Jeotgalibaca_dankookensis	708126
0	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Marinilactibacillus		191769
20456	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Marinilactibacillus	Marinilactibacillus_sp._15R	1911586
888	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium		2747
17949	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Carnobacterium_inhibens	147709
42	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Carnobacterium_sp._CP1	1564681
3	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Carnobacterium_sp._17-4	208596
5	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Carnobacterium_viridans	174587
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Carnobacterium_maltaromaticum	2751
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella		117563
7	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella_elegans	137732
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	Granulicatella_adiacens	46124
21	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae			33958
20	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus		2742598
2961	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_reuteri	1598
3	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus	Limosilactobacillus_fermentum	1613
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus		1578
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_delbrueckii	1584
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_iners	147802
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_acetotolerans	1600
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus_johnsonii	33959
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus		2767887
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus_ruminis	1623
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus_murinus	1622
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	Ligilactobacillus_salivarius	1624
0	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus		2767879
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	Companilactobacillus_futsaii	938155
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Companilactobacillus	Companilactobacillus_crustorum	392416
0	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Schleiferilactobacillus		2767891
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Schleiferilactobacillus	Schleiferilactobacillus_harbinensis	304207
0	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus		2767885
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_sakei	1599
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Latilactobacillus	Latilactobacillus_curvatus	28038
0	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus		2767842
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Lactiplantibacillus	Lactiplantibacillus_plantarum	1590
0	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Secundilactobacillus		2767892
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Secundilactobacillus	Secundilactobacillus_malefermentans	176292
0	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella		46255
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	Weissella_cibaria	137591
0	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Fructilactobacillus		2767881
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Fructilactobacillus	Fructilactobacillus_lindneri	53444
0	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus		2767886
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Lactobacillaceae	Levilactobacillus	Levilactobacillus_koreensis	637971
14	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae			81852
44	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus		1350
33	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_faecium	1352
24	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_faecalis	1351
7	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_lactis	357441
6	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_durans	53345
3	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_casseliflavus	37734
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_raffinosus	71452
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_gilvus	160453
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_hirae	1354
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus_gallinarum	1353
0	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus		51668
8	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	Tetragenococcus_halophilus	51669
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Tetragenococcus	Tetragenococcus_osmophilus	526944
0	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus		2737
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	Vagococcus_fluvialis	2738
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	Vagococcus_xieshaowenii	2562451
0	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae			186827
2	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus		1375
21	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Aerococcus_viridans	1377
18	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Aerococcus_urinaeequi	51665
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Aerococcus_urinae	1376
1	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	Aerococcus_sanguinicola	119206
28	Bacteria	Bacillota	Bacilli	Bacillales				1385
14	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae			186817
4	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus		1386
8	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_cereus	1396
6	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_thuringiensis	1428
2	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_anthracis	1392
1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_mycoides	1405
2	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_velezensis	492670
1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_amyloliquefaciens	1390
1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_licheniformis	1402
1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_subtilis	1423
1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus_methanolicus	1471
0	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Metabacillus		2675233
3	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Metabacillus	Metabacillus_sp._B2-18	2897333
1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Metabacillus	Metabacillus_litoralis	152268
1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Metabacillus	Metabacillus_endolithicus	1535204
0	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Geobacillus		129337
3	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus_sp._GHH01	1233873
0	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Weizmannia		2817139
2	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Weizmannia	Weizmannia_coagulans	1398
0	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Parageobacillus		1906945
1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Parageobacillus	Parageobacillus_thermoglucosidasius	1426
0	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Rossellomorea		2837508
1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Rossellomorea	Rossellomorea_sp._KS-H15a	2963940
0	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Fictibacillus		1329200
1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Fictibacillus	Fictibacillus_arsenicus	255247
0	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Lysinibacillus		400634
1	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus_timonensis	2086577
1	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae			90964
5	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus		1279
25	Bacteria	Bacillota	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus_aureus	1280
